PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
806,1997-01-03,1997-01-24
976,1999-07-11,1999-07-13
83,1998-06-26,1998-07-18
296,1996-12-07,1996-12-27
739,1997-02-23,1997-03-01
501,1996-01-05,1996-01-13
243,1995-09-29,1995-10-25
16,2000-01-10,2000-01-27
5,1999-01-03,1999-01-20
267,1998-02-08,1998-02-10
204,1997-08-07,1997-08-12
921,1996-12-27,1996-12-28
108,1997-12-10,1998-01-05
812,1995-11-18,1995-12-01
556,1997-04-20,1997-05-15
108,1998-07-19,1998-08-13
136,1999-08-01,1999-08-23
862,1997-01-16,1997-02-02
177,1997-12-30,1998-01-18
855,1999-05-06,1999-05-24
49,1997-10-27,1997-10-31
487,1996-01-26,1996-02-04
32,2000-08-24,2000-08-30
735,1998-01-20,1998-01-26
567,1996-11-22,1996-12-13
907,1996-12-31,1997-01-15
940,1998-07-13,1998-07-24
930,2000-02-02,2000-02-17
168,1999-10-26,1999-11-21
921,1998-04-24,1998-05-14
292,1998-07-27,1998-08-07
939,1997-05-02,1997-05-05
572,2000-09-06,2000-09-15
844,1997-02-06,1997-02-19
878,1997-06-22,1997-07-07
244,1997-02-11,1997-02-20
677,1999-08-23,1999-09-04
601,1997-09-03,1997-09-19
904,1996-03-21,1996-04-14
963,1996-04-17,1996-05-14
632,1995-11-22,1995-12-15
625,1999-03-06,1999-03-08
999,1997-02-23,1997-02-27
490,1996-06-24,1996-06-29
607,1997-10-26,1997-11-16
415,1999-02-08,1999-03-08
21,1997-10-31,1997-11-20
756,1997-12-19,1998-01-18
178,1998-01-01,1998-01-21
48,1999-11-11,1999-11-21
22,1998-10-05,1998-10-11
975,1997-11-09,1997-12-06
47,1997-02-08,1997-02-10
432,1996-04-01,1996-04-11
576,1999-05-19,1999-06-18
880,1999-08-07,1999-08-25
443,2000-01-04,2000-02-01
47,1998-03-25,1998-04-14
31,1998-10-01,1998-10-23
335,1998-02-02,1998-02-05
391,1999-11-24,2017-12-29
413,1996-10-18,1996-10-23
534,1998-09-05,1998-09-06
361,1998-07-05,1998-07-10
393,1999-03-16,1999-03-18
569,1997-10-04,1997-10-18
53,1997-07-11,1997-07-29
758,1995-09-23,1995-10-23
624,1997-09-29,1997-10-19
859,1999-05-16,1999-06-10
653,1996-11-24,1996-12-11
149,1998-02-05,1998-02-17
541,1999-12-15,1999-12-30
356,1999-03-16,1999-04-09
594,1996-06-01,1996-06-11
991,1996-04-04,1996-04-11
376,1998-09-14,1998-09-26
101,1995-10-17,1995-11-06
213,2000-11-24,2000-12-12
177,2000-08-14,2017-12-30
692,1999-11-17,1999-11-24
432,1996-04-11,1996-04-25
433,1995-12-05,1995-12-24
65,1996-09-01,1996-09-19
861,1998-10-01,1998-10-22
499,1997-11-11,1997-11-26
566,1998-03-12,1998-04-10
704,1996-05-22,1996-06-08
867,1998-04-18,1998-05-12
890,1997-12-04,1997-12-30
670,1998-05-05,1998-05-16
594,1997-04-01,1997-04-19
811,1998-03-09,1998-04-05
361,1996-07-29,1996-08-22
603,1999-04-09,1999-04-22
872,2000-01-23,2000-02-12
2,1999-02-01,1999-02-13
565,1998-10-16,1998-11-13
419,1996-02-26,1996-03-23
854,1999-07-16,1999-07-24
57,2000-04-04,2000-05-01
605,1997-03-29,1997-04-15
780,1999-11-25,1999-12-22
853,1999-11-06,1999-12-01
162,1996-06-07,1996-06-10
438,1999-08-20,1999-08-27
219,1998-12-28,1999-01-01
619,1995-12-20,1995-12-27
587,1996-02-20,1996-02-28
71,1998-06-08,1998-06-30
380,1999-07-13,1999-08-06
881,1997-09-13,1997-09-28
824,1998-03-19,1998-04-03
919,1999-11-19,1999-12-01
279,1997-01-02,1997-02-01
221,2000-09-02,2000-09-09
389,1999-06-11,1999-07-10
338,1997-06-08,1997-07-04
657,1997-02-08,1997-02-21
955,1998-08-21,1998-09-06
245,1997-06-03,1997-06-10
408,1999-04-28,1999-05-14
774,1998-10-23,1998-11-15
717,1998-09-07,1998-09-10
873,1997-01-19,1997-02-12
993,2000-05-13,2000-06-01
568,1996-09-28,1996-10-02
518,1995-11-04,1995-12-03
585,1997-09-14,1997-09-29
822,1995-09-17,1995-09-30
970,1999-07-16,1999-08-11
747,1998-02-08,1998-03-02
50,1997-01-27,1997-02-23
196,1995-12-25,1996-01-12
966,1995-07-11,1995-08-04
774,1996-05-17,1996-05-27
70,1999-04-08,1999-05-06
798,1998-09-27,1998-10-01
568,1996-09-13,1996-09-28
523,1999-03-10,1999-04-04
914,1998-07-26,1998-08-24
575,1999-04-15,1999-04-24
148,1995-12-07,1995-12-20
494,1998-03-23,1998-04-09
830,1997-05-02,1997-05-09
710,1998-05-28,1998-06-19
142,1999-02-17,1999-03-08
41,1999-10-15,1999-11-06
376,1996-11-25,1996-12-13
316,1998-05-02,1998-05-24
663,1997-07-27,1997-08-25
374,1995-07-01,1995-07-28
408,1996-06-14,1996-07-07
549,1997-02-07,1997-02-23
886,1998-01-02,1998-01-09
536,2000-04-02,2000-04-17
381,1996-02-23,1996-03-20
950,2000-04-26,2000-05-03
890,1997-06-13,1997-06-15
465,1999-11-05,1999-11-23
813,1999-11-27,1999-12-09
984,1997-11-05,1997-11-29
352,1998-03-11,1998-03-25
324,1998-08-16,1998-09-12
874,1999-07-20,1999-07-24
172,1996-06-13,1996-07-05
175,1996-02-04,1996-03-04
488,1998-03-09,1998-04-07
506,1997-02-07,1997-02-26
925,1999-04-19,1999-04-22
935,1997-07-22,1997-07-30
841,1999-01-13,1999-02-11
321,1998-06-09,1998-06-23
414,1998-06-16,1998-06-27
714,1998-11-23,1998-11-28
643,1998-01-16,1998-02-15
124,1998-11-20,1998-12-05
645,2000-10-06,2000-10-23
200,1997-11-03,1997-11-05
127,1999-11-18,1999-12-05
361,1997-07-11,1997-07-31
282,1997-04-14,1997-05-10
352,1997-10-18,1997-11-02
73,1997-12-26,1998-01-09
183,1999-02-04,1999-02-05
473,1997-10-17,1997-11-15
113,2000-03-07,2000-03-25
239,1997-01-24,1997-02-08
272,1996-04-24,1996-05-16
737,2000-01-06,2000-02-04
216,1996-10-16,1996-10-28
136,1995-08-31,1995-09-02
367,1996-03-07,1996-03-30
881,2000-06-15,2000-07-12
422,1997-09-17,1997-09-20
747,1998-01-31,1998-02-08
120,1997-04-21,1997-05-16
255,1999-08-21,1999-08-26
251,2000-01-08,2000-02-06
708,1999-05-20,1999-05-24
644,1998-02-21,1998-03-07
405,1998-04-29,1998-05-11
776,1996-12-10,1996-12-29
301,1998-01-21,1998-02-16
421,1999-08-11,1999-08-12
913,1998-01-14,1998-01-26
909,1997-10-13,1997-10-21
392,1998-07-07,1998-07-23
331,1998-05-17,1998-05-25
555,2000-07-09,2000-07-20
121,1999-06-12,1999-06-30
71,1996-11-14,1996-12-14
199,2000-05-16,2000-06-01
259,1998-10-20,1998-11-19
832,1998-11-12,1998-12-10
556,1996-09-05,1996-09-24
280,1997-03-18,1997-04-09
483,1995-11-09,1995-11-19
974,1996-04-01,1996-04-27
284,1998-01-19,1998-02-02
257,1998-11-22,1998-12-14
686,1996-10-31,1996-11-02
955,1997-10-24,1997-11-08
578,1999-07-15,1999-07-17
639,1996-04-04,1996-04-25
246,1998-12-24,1999-01-16
220,1996-11-11,1996-11-13
185,1999-05-30,1999-06-18
639,1999-09-07,1999-10-02
394,1996-05-07,1996-05-08
589,1998-08-23,1998-08-29
829,1995-12-15,1995-12-25
627,1998-09-17,1998-10-03
694,1997-01-01,1997-01-06
10,1999-08-27,1999-09-11
288,1997-06-28,1997-07-16
97,1998-11-11,1998-11-16
788,1996-07-13,1996-07-25
393,2000-03-15,2000-03-22
10,2000-05-04,2000-05-25
157,1996-12-01,1996-12-09
907,1999-05-02,1999-05-07
76,1997-04-12,1997-04-28
441,1999-03-18,1999-04-08
91,1998-10-02,1998-10-19
185,1998-09-25,1998-10-13
485,1996-02-20,1996-02-24
731,1998-11-06,1998-11-17
61,1999-12-21,2000-01-07
332,1998-02-23,1998-03-04
927,1998-05-13,1998-05-30
274,1998-04-28,1998-04-30
304,1996-04-22,1996-04-27
546,1999-06-23,1999-07-05
32,1998-01-08,1998-02-06
252,1997-05-23,1997-06-18
663,1996-08-16,1996-08-28
791,2000-02-13,2000-02-29
354,1997-04-13,1997-05-05
36,1996-02-09,1996-02-14
537,1999-04-02,1999-04-23
847,1996-03-22,1996-04-19
189,1996-01-16,1996-01-30
566,1997-05-11,1997-05-13
530,1996-07-23,1996-07-31
231,1999-10-23,1999-11-13
308,1997-03-27,1997-04-20
458,1996-09-22,1996-10-18
176,1999-11-15,2017-12-28
189,1996-03-14,1996-04-13
784,1998-02-14,1998-03-11
498,1998-04-04,1998-04-08
632,1999-08-04,1999-09-01
995,1996-04-17,1996-05-11
356,1995-07-06,1995-07-28
619,1998-11-29,1998-12-24
381,1996-01-21,1996-02-17
702,2000-01-27,2017-12-29
311,1995-12-22,1996-01-19
357,2000-03-24,2017-12-30
888,1998-05-22,1998-05-31
681,1996-03-08,1996-03-26
974,1996-12-17,1997-01-02
442,1997-02-01,1997-02-14
155,1998-12-09,1999-01-03
938,1998-07-28,1998-08-25
133,1996-04-23,1996-05-16
899,1996-12-23,1997-01-18
900,1996-07-31,1996-08-15
442,1996-02-27,1996-03-08
699,1999-12-31,2000-01-02
626,1998-11-05,1998-11-07
336,1998-10-26,1998-11-05
690,1999-08-20,1999-08-26
101,1998-04-14,1998-05-14
132,1999-03-11,1999-03-24
701,1996-03-02,1996-03-10
195,1999-06-13,1999-06-28
124,1998-01-07,1998-01-14
320,1997-12-23,1998-01-04
887,1996-04-23,1996-05-21
733,1996-05-21,1996-06-10
383,1995-07-08,1995-07-16
23,1996-06-04,1996-06-22
693,1998-07-28,1998-08-26
705,1997-02-22,1997-03-04
177,1996-03-09,1996-04-03
842,1999-04-14,1999-04-30
462,1999-02-07,1999-03-07
664,1999-06-13,1999-06-25
822,1997-08-11,1997-08-14
432,1998-06-29,1998-07-28
503,1998-06-15,1998-06-22
108,1999-12-29,2000-01-02
650,1999-10-10,1999-10-20
646,1995-09-12,1995-09-29
184,1995-09-26,1995-10-20
760,1999-03-16,1999-03-27
738,1996-11-27,1996-12-17
935,1996-02-25,1996-03-25
899,1998-01-29,1998-02-18
405,1999-03-15,1999-04-12
506,2000-05-09,2000-06-08
383,1998-12-13,1998-12-27
811,1999-08-28,1999-09-16
893,1995-10-25,1995-11-16
205,1996-04-20,1996-05-06
428,1995-07-04,1995-07-25
713,1999-10-21,1999-10-28
880,1997-03-26,1997-04-25
869,1999-03-08,1999-03-18
837,1999-10-01,1999-10-12
770,1995-10-28,1995-11-03
290,1996-02-09,1996-02-21
917,1998-11-02,1998-11-21
439,1995-08-31,1995-09-10
313,2000-07-31,2017-12-29
191,1996-08-05,1996-08-09
229,1998-09-14,1998-10-04
214,1996-07-09,1996-07-20
972,1997-03-05,1997-03-09
203,1999-02-21,1999-03-19
368,1999-09-02,1999-09-14
290,1999-01-09,1999-02-01
209,2000-06-10,2000-07-05
24,1995-12-07,1995-12-20
8,1998-03-07,1998-03-17
66,2000-01-27,2000-02-21
263,1999-06-06,1999-06-10
318,1999-01-15,1999-01-31
862,1996-06-24,1996-06-30
522,1998-08-10,1998-08-25
732,1996-05-16,1996-05-18
687,1999-01-26,1999-01-31
703,1997-03-28,1997-04-10
232,1996-06-02,1996-06-15
287,1999-06-13,1999-06-28
710,2000-02-01,2017-12-29
725,1996-08-16,1996-08-18
646,1995-11-28,1995-12-09
838,1997-05-23,1997-05-25
391,1997-02-19,1997-02-22
827,1998-04-11,1998-04-28
216,2000-07-13,2000-07-16
75,1999-12-30,2000-01-17
479,1998-08-14,1998-09-12
497,2000-03-27,2000-04-16
368,1999-07-08,1999-07-10
426,1996-12-06,1997-01-05
12,1997-12-03,1997-12-07
717,1998-01-17,1998-01-23
398,1999-02-18,1999-03-06
752,1997-11-10,1997-11-23
707,1998-06-25,1998-07-01
626,2000-10-14,2000-10-24
79,1998-07-22,1998-08-20
407,1997-01-04,1997-01-30
692,1996-05-10,1996-05-25
241,2000-03-16,2000-03-23
909,1996-02-13,1996-02-19
558,1998-02-22,1998-03-21
753,1999-05-15,1999-05-27
646,1999-12-31,2000-01-13
310,1996-10-23,1996-11-08
597,1996-04-20,1996-05-09
73,1996-05-04,1996-05-10
914,1997-03-17,1997-04-04
449,1995-08-08,1995-08-12
447,1998-04-13,1998-05-05
640,1997-05-09,1997-05-29
786,1999-01-15,1999-01-22
753,1995-09-10,1995-09-11
893,1999-10-11,1999-10-20
153,1999-03-09,1999-03-24
180,1998-12-21,1999-01-04
640,1999-04-29,1999-05-22
717,1996-09-25,1996-10-10
712,1999-09-19,2017-12-30
243,1996-05-31,1996-06-15
751,1997-03-02,1997-03-24
145,1995-06-23,1995-07-02
591,1997-03-08,1997-03-21
367,1998-04-16,1998-04-26
915,1999-12-10,1999-12-12
125,1996-09-27,1996-10-08
732,1995-10-25,1995-11-23
310,1998-11-04,1998-11-29
186,2000-10-12,2017-12-28
634,1999-02-10,1999-02-18
367,1997-09-17,1997-10-11
274,1996-09-01,1996-09-22
714,2000-12-04,2000-12-31
699,1998-05-14,1998-06-12
888,1999-11-24,1999-11-29
63,1999-06-26,1999-07-18
542,1999-03-17,1999-04-14
971,1996-05-28,1996-06-10
655,1997-03-29,1997-04-15
801,1998-01-26,1998-02-08
237,1997-12-06,1997-12-23
514,1997-01-30,1997-02-21
736,1996-05-02,1996-05-07
958,1999-09-24,1999-10-06
414,1997-09-16,1997-10-01
877,1996-10-21,1996-11-16
852,1996-11-11,1996-11-13
316,1996-03-24,1996-04-21
929,1996-03-28,1996-04-08
952,1998-09-02,1998-09-16
955,1998-07-05,1998-08-03
930,1998-01-08,1998-01-26
371,1999-01-14,1999-01-28
571,1999-09-15,1999-10-13
267,1997-02-10,1997-02-14
460,1996-10-18,1996-10-24
510,1997-06-19,1997-07-09
265,1997-03-06,1997-03-31
246,1997-11-06,1997-11-18
935,1997-09-09,1997-09-19
872,1998-12-05,1998-12-20
276,1997-11-17,1997-12-07
251,1997-03-28,1997-04-13
53,1998-04-13,1998-04-23
603,1995-10-16,1995-10-19
246,1998-06-17,1998-07-16
995,2000-05-17,2000-06-02
709,1997-08-16,1997-08-18
192,1997-03-29,1997-04-01
60,1999-07-11,1999-07-12
598,1998-05-31,1998-06-06
25,1997-12-05,1997-12-12
666,2000-01-25,2000-02-03
923,1997-11-06,1997-12-04
258,1997-01-14,1997-01-18
922,1998-04-22,1998-05-01
481,1997-04-22,1997-05-12
419,1997-03-08,1997-03-18
112,1999-08-17,1999-08-19
229,1997-03-19,1997-04-11
396,1995-07-25,1995-08-04
627,2000-03-04,2000-03-19
199,2000-03-05,2000-03-27
910,1998-08-27,1998-09-10
387,1998-02-10,1998-02-18
296,1996-11-16,1996-12-07
737,2000-02-21,2000-02-22
98,1996-09-29,1996-10-21
207,1999-06-15,1999-06-22
494,1999-12-17,2000-01-06
490,1999-01-03,1999-01-17
673,1997-06-13,1997-06-29
340,1998-09-27,1998-09-30
878,1995-08-07,1995-09-03
458,1999-03-11,1999-03-18
56,1999-11-11,2017-12-28
832,1998-07-12,1998-07-14
171,1996-02-06,1996-03-07
997,1999-07-17,1999-07-28
811,1998-10-09,1998-10-16
866,1997-05-03,1997-05-16
639,1999-11-02,1999-11-17
143,1999-08-05,1999-08-15
186,1998-01-23,1998-02-14
318,1997-08-07,1997-08-29
684,1997-12-28,1998-01-21
36,1997-03-12,1997-03-16
757,2000-03-03,2000-03-17
595,1998-10-13,1998-10-23
746,2000-01-16,2017-12-28
924,1999-09-18,1999-09-25
656,1999-11-09,1999-11-15
761,1996-05-15,1996-05-27
273,1996-07-28,1996-08-05
734,1995-10-03,1995-10-20
100,1997-09-24,1997-10-15
826,1998-11-29,1998-12-28
724,1997-09-21,1997-09-30
198,1998-09-25,1998-10-06
136,1996-08-28,1996-09-23
995,1998-08-07,1998-08-29
680,1997-01-05,1997-01-15
284,1997-10-22,1997-10-25
120,2000-01-09,2000-01-15
96,1999-07-06,1999-07-29
398,1995-09-03,1995-09-30
978,1999-05-12,1999-05-24
80,1996-07-03,1996-08-02
116,2000-04-09,2000-05-07
218,1998-11-09,1998-11-24
284,1996-08-24,1996-09-11
548,1998-04-19,1998-04-26
631,1998-10-11,1998-10-18
521,1997-10-20,1997-10-30
580,1997-03-29,1997-04-09
532,1998-01-21,1998-01-29
334,1997-06-26,1997-07-14
688,1997-12-31,1998-01-16
629,1997-10-09,1997-11-06
507,1996-11-05,1996-11-12
531,1999-03-19,1999-04-08
856,1999-01-08,1999-01-09
370,2000-01-21,2000-02-13
836,2000-10-02,2000-10-06
479,1996-06-14,1996-06-25
231,1997-04-01,1997-04-18
565,1998-03-07,1998-03-16
242,2000-04-05,2000-05-02
976,1997-04-01,1997-04-22
107,2000-02-15,2000-02-19
150,1997-04-28,1997-05-19
532,1999-05-28,1999-06-13
554,1996-07-18,1996-08-03
757,1998-01-25,1998-02-20
148,1999-04-09,1999-04-30
125,1997-05-23,1997-06-12
42,1998-09-10,1998-09-15
468,1995-07-05,1995-07-15
945,1998-01-11,1998-02-02
817,1997-07-14,1997-08-09
150,2001-01-22,2001-01-30
709,1999-02-03,1999-02-04
197,1999-07-11,1999-07-21
859,1999-02-08,1999-03-04
65,1999-11-27,1999-12-05
500,1999-01-28,1999-02-02
70,1999-02-13,1999-02-15
694,1999-12-02,1999-12-21
495,1996-10-01,1996-10-03
455,1998-10-11,1998-10-19
13,1996-12-29,1996-12-30
62,1995-11-22,1995-12-03
44,1999-03-27,1999-04-21
191,1996-10-04,1996-10-05
456,2000-08-26,2000-09-05
304,1999-05-07,1999-05-22
491,1999-09-06,1999-09-12
878,1998-10-13,1998-10-23
11,1996-11-21,1996-12-07
202,1996-07-16,1996-07-29
76,1997-12-20,1998-01-13
938,1998-01-29,1998-02-02
782,1998-12-12,1998-12-23
955,1999-12-12,1999-12-19
472,2000-01-20,2000-02-04
96,1998-06-30,1998-07-24
744,2000-02-19,2000-03-03
126,1996-11-03,1996-11-05
976,1997-11-04,1997-11-21
301,1997-08-30,1997-09-09
367,1996-12-06,1996-12-11
517,1998-10-23,1998-11-04
262,1996-07-22,1996-08-18
929,1998-11-22,1998-11-28
679,1996-05-10,1996-05-16
693,1998-07-05,1998-07-22
227,1999-06-14,1999-07-04
790,1997-12-21,1997-12-24
559,1999-12-26,2017-12-30
193,1997-08-23,1997-08-31
844,1999-11-14,1999-11-20
447,2000-01-28,2000-02-27
580,1996-06-10,1996-06-24
497,1999-07-19,1999-08-04
852,1998-02-15,1998-03-03
505,1997-03-12,1997-04-11
615,2000-05-17,2000-06-03
559,1997-02-11,1997-02-28
912,1997-06-22,1997-07-01
563,1999-11-02,1999-12-02
759,1999-06-01,1999-06-29
656,1996-05-11,1996-05-24
274,1997-06-17,1997-07-16
900,2000-02-12,2000-03-12
542,1998-08-12,1998-08-21
455,1998-01-23,1998-02-18
754,1998-11-23,1998-12-14
439,1997-08-09,1997-08-10
854,1999-05-21,1999-06-10
589,1999-03-27,1999-04-19
213,2000-08-13,2000-08-19
263,1996-11-11,1996-11-20
811,1998-06-02,1998-06-03
858,1998-10-13,1998-10-23
347,1998-08-02,1998-08-24
405,1997-06-02,1997-06-25
945,1997-12-02,1997-12-08
145,1995-09-10,1995-09-12
598,1998-07-10,1998-07-18
745,1996-11-27,1996-12-19
494,1996-10-29,1996-11-05
163,2000-05-16,2000-05-23
665,1997-02-18,1997-03-05
576,1997-04-13,1997-04-16
803,1996-07-16,1996-08-01
964,1999-07-07,1999-07-31
909,1999-12-27,2000-01-01
556,1998-05-01,1998-05-08
756,2000-09-08,2000-09-12
841,1995-08-22,1995-09-18
456,1997-08-03,1997-08-24
843,1999-06-14,1999-07-05
861,1995-12-11,1995-12-23
210,2000-08-10,2000-08-21
994,1999-12-12,2000-01-06
961,1999-11-13,1999-11-21
972,1999-09-27,1999-10-04
905,1996-05-19,1996-06-08
750,1998-03-20,1998-04-04
288,2000-04-20,2000-05-12
328,1998-01-21,1998-02-06
678,1996-09-13,1996-09-14
795,1996-11-26,1996-12-20
270,1996-10-16,1996-11-04
218,1997-12-08,1998-01-02
47,1996-03-11,1996-03-25
63,1999-07-18,1999-07-19
241,2000-02-03,2000-02-07
397,1997-05-02,1997-05-07
146,2000-04-11,2000-04-29
171,1999-03-24,1999-04-06
860,1999-10-24,1999-10-25
980,1997-06-19,1997-07-02
378,1997-02-23,1997-03-02
433,1996-09-13,1996-10-01
881,1999-07-23,1999-07-28
268,1996-05-17,1996-06-03
325,1996-12-28,1997-01-14
356,1996-05-19,1996-05-29
849,2000-02-16,2000-02-18
172,1998-09-16,1998-10-03
145,1998-09-06,1998-09-24
114,1998-12-08,1998-12-23
324,2000-03-14,2000-04-01
712,1996-12-05,1996-12-22
81,1999-04-21,1999-04-23
584,1997-03-12,1997-04-02
198,1999-05-22,1999-06-14
332,1999-08-21,1999-09-09
554,1999-02-14,1999-02-27
300,1995-07-03,1995-07-06
48,1997-06-02,1997-06-20
539,1995-07-24,1995-08-23
321,1999-08-10,2017-12-29
133,1997-07-30,1997-08-01
966,1999-01-19,1999-02-03
457,2000-03-27,2000-03-29
68,1996-09-28,1996-10-02
624,1996-06-18,1996-07-18
797,1998-09-16,1998-10-09
97,2000-08-23,2000-09-21
628,1998-07-27,1998-08-24
814,1996-06-12,1996-06-25
72,1996-07-09,1996-08-08
229,1997-05-31,1997-06-16
978,1995-10-27,1995-11-10
273,1995-09-13,1995-09-18
145,1997-10-18,1997-11-09
156,1995-09-12,1995-09-16
745,1999-08-05,1999-08-08
716,2000-01-30,2000-02-25
47,1998-07-06,1998-07-24
309,1995-12-22,1996-01-19
744,1997-07-30,1997-08-08
743,1997-05-17,1997-05-24
944,1996-01-16,1996-01-28
320,1997-02-03,1997-03-04
484,1999-06-25,1999-07-03
183,1997-10-24,1997-11-02
186,1998-04-16,1998-05-16
846,1998-09-03,1998-09-16
709,1999-10-23,1999-10-25
337,1997-11-18,1997-12-10
737,2000-11-02,2000-11-19
808,1996-07-02,1996-07-22
473,1997-04-24,1997-05-14
913,1998-11-06,1998-11-23
513,1996-11-17,1996-11-19
192,1998-09-23,1998-10-20
360,1999-07-22,1999-08-10
24,1997-03-11,1997-03-24
584,1996-04-28,1996-05-05
381,1999-08-06,1999-08-21
707,1998-04-27,1998-05-17
143,1998-08-11,1998-08-21
169,1996-05-16,1996-05-22
914,1999-07-31,1999-08-23
276,1995-11-25,1995-11-29
718,1997-08-01,1997-08-09
815,1998-12-15,1999-01-06
585,1999-06-03,1999-06-28
130,1996-03-16,1996-03-27
840,1996-12-28,1997-01-17
641,1997-01-03,1997-01-07
569,1999-12-11,1999-12-16
171,1997-01-20,1997-01-28
419,1999-01-24,1999-01-25
782,1996-09-22,1996-10-11
32,1999-10-05,1999-10-17
853,1998-06-21,1998-06-30
139,2000-02-19,2000-03-05
469,1997-10-09,1997-10-23
20,2000-01-21,2000-02-15
196,1997-08-11,1997-09-05
146,1996-10-27,1996-11-16
871,1998-08-16,1998-08-20
185,1998-01-28,1998-02-19
505,1996-07-08,1996-08-01
503,1999-08-12,1999-08-20
761,1999-01-18,1999-02-05
85,1996-01-10,1996-02-02
681,1998-12-01,1998-12-20
376,1996-07-06,1996-07-18
306,1997-08-03,1997-08-15
323,1996-01-22,1996-01-24
810,1997-06-17,1997-07-02
17,1996-05-14,1996-05-27
951,1996-03-02,1996-03-19
438,1999-07-23,1999-08-20
321,1998-01-18,1998-02-05
853,1997-08-22,1997-09-14
965,2000-02-15,2017-12-30
620,1999-04-18,1999-05-17
605,1999-07-05,1999-08-02
956,1998-06-28,1998-07-14
64,1998-09-01,1998-09-14
270,1998-04-18,1998-04-19
553,1999-03-05,1999-03-07
367,1999-03-30,1999-04-02
297,1998-02-25,1998-03-23
746,1998-03-17,1998-04-14
292,1995-12-15,1995-12-18
96,1998-10-09,1998-10-28
686,1999-09-25,1999-10-16
923,1998-09-01,1998-09-23
731,1997-05-28,1997-06-13
972,1998-05-06,1998-05-31
985,1997-10-05,1997-11-01
666,1997-12-28,1997-12-30
838,1998-06-11,1998-06-13
589,1999-05-29,1999-06-28
914,1999-03-28,1999-03-31
614,1997-07-11,1997-07-18
361,1997-08-14,1997-08-31
340,1997-09-23,1997-10-18
95,1998-12-09,1999-01-03
3,1999-05-22,1999-06-11
325,1999-09-27,1999-10-23
623,1997-12-17,1998-01-13
9,1997-08-20,1997-09-09
83,1999-03-30,1999-04-29
613,1998-12-29,1999-01-01
760,1999-06-20,2017-12-29
944,1999-10-24,1999-11-04
353,1999-06-27,1999-07-10
433,1995-08-10,1995-08-14
34,1998-10-30,1998-11-06
895,1996-10-09,1996-11-05
237,1996-11-28,1996-12-11
588,1998-07-05,1998-07-06
837,1996-08-22,1996-09-21
316,1997-11-06,1997-11-28
449,1998-09-14,1998-09-30
804,1995-09-22,1995-10-15
479,1998-07-08,1998-07-10
862,1998-08-29,1998-09-11
582,1997-09-21,1997-09-27
255,1996-06-12,1996-06-27
520,1995-06-11,1995-06-28
209,1999-03-28,1999-04-05
575,1996-04-08,1996-04-12
219,1998-07-23,1998-07-26
270,1998-04-06,1998-04-18
225,1998-12-17,1998-12-26
127,1998-11-14,1998-12-04
318,1996-10-08,1996-10-21
90,1998-02-02,1998-02-26
274,1999-04-19,1999-04-27
595,1996-05-24,1996-06-03
823,1999-08-09,1999-08-21
908,1998-04-11,1998-04-27
125,1997-05-15,1997-05-23
883,1998-01-24,1998-02-18
236,1996-07-11,1996-08-08
679,1998-03-29,1998-04-13
1000,2000-04-28,2000-05-12
17,1999-07-26,1999-08-18
154,1997-01-27,1997-02-16
486,1998-10-12,1998-10-17
763,1995-09-14,1995-09-22
968,1999-09-09,1999-09-20
659,1999-04-04,1999-04-27
151,1996-09-22,1996-09-26
807,1997-07-09,1997-07-27
355,2000-01-29,2000-02-27
308,1999-11-23,2017-12-28
389,1997-10-20,1997-10-28
419,1998-04-24,1998-05-18
201,1997-07-18,1997-08-16
784,2000-07-11,2017-12-30
733,2000-01-02,2000-01-26
878,1996-06-13,1996-07-04
534,1999-09-16,1999-09-30
590,1999-11-09,1999-11-30
233,1996-06-08,1996-07-01
687,1998-05-23,1998-05-31
910,1997-11-13,1997-12-05
909,1999-04-09,1999-04-19
806,1997-10-17,1997-11-11
316,1997-06-23,1997-07-12
625,1996-02-27,1996-03-08
706,1997-09-09,1997-09-12
640,1998-03-29,1998-04-10
555,1999-07-31,1999-08-29
45,1995-11-05,1995-11-11
252,1998-04-20,1998-05-12
103,1999-04-28,1999-05-25
664,1999-10-25,1999-11-04
730,1995-12-17,1996-01-15
429,1997-06-09,1997-06-28
476,1995-07-18,1995-08-13
744,1999-11-29,1999-12-06
729,1996-05-27,1996-06-03
160,1999-05-14,1999-05-21
915,1996-02-25,1996-03-04
745,1997-06-08,1997-07-06
745,1998-01-27,1998-02-08
246,1995-09-25,1995-10-25
283,1999-10-10,1999-11-04
658,1999-08-16,1999-09-10
498,1997-04-02,1997-04-21
286,1999-03-18,1999-03-19
294,2000-07-05,2000-07-28
15,1999-04-21,1999-05-09
948,1999-01-16,1999-02-02
668,1996-12-27,1997-01-18
595,1998-02-21,1998-03-11
378,1999-12-03,1999-12-15
769,1997-05-10,1997-05-20
767,1996-04-03,1996-04-30
825,1999-03-29,1999-04-07
378,1998-05-27,1998-06-07
15,1996-12-24,1996-12-25
401,1995-06-19,1995-07-02
392,1999-04-17,1999-04-29
707,1995-09-24,1995-10-19
113,1999-03-22,1999-04-01
962,1996-03-01,1996-03-11
955,1999-03-11,1999-03-26
827,1999-07-30,1999-08-15
306,1998-01-16,1998-01-31
496,1996-09-05,1996-09-27
78,1995-07-03,1995-07-09
